ID,RollNumber,Name,Age,Course,Address,PhoneNumber,FatherName,MotherName,Income,sem 1,sem 2,sem 3,sem 4,Semester Predicted GPA,Project1,Project2,Project3,Project4,Project1_Status,Project2_Status,Project3_Status,Project4_Status,Project Predicted GPA,Aptitude1,Aptitude2,Aptitude3,Aptitude4,Aptitude5,Aptitude6,Aptitude7,Aptitude8,Aptitude9,Aptitude10,Aptitude11,Aptitude12,Communication1,Communication2,Communication3,Communication4,Communication5,Communication6,Communication7,Communication8,Communication9,Communication10,Communication11,Communication12,LogicalTest1,LogicalTest2,LogicalTest3,LogicalTest4,LogicalTest5,LogicalTest6,LogicalTest7,LogicalTest8,LogicalTest9,LogicalTest10,LogicalTest11,LogicalTest12,Average Score,Rank
d2a5e658-03dd-49c7-bdf6-834af8c0c84c,154,Colin Bullock,25,CSE,"93773 Moss Summit
East Christophertown, MO 26677",001-422-232-0995x91257,Matthew Carlson,Bryan Nguyen,71848.55,9.54,8.34,8.05,6.2,5.87,60,83,54,99,On Time,On Time,Late,Late,86.93,34,47,64,38,64,95,45,81,53,80,83,90,84,79,85,87,93,87,51,70,30,47,65,73,31,91,75,92,83,94,86,78,57,92,61,64,63.96,59
b36fed39-b1d6-401d-93c1-dd253690a616,35,Lisa Pena,18,CIVIL,"USNS Garza
FPO AA 07861",2268397163,Tony King,Joshua Ramirez,55840.56,6.68,9.38,4.09,7.17,9.15,84,84,86,32,Late,Late,Late,Late,85.89,89,96,51,44,32,53,60,38,71,100,93,100,72,65,90,34,57,99,35,45,50,35,73,87,89,42,97,52,62,62,49,75,60,63,33,37,63.80800000000001,60
71609de1-c3ef-41d9-a194-1a9d124a2688,489,Jerry Johnson,25,ECE,"515 Catherine Pike Suite 443
New Kimberly, AK 91082",+1-822-455-9405x546,Tracy Mccullough,Mark Clark,94399.91,7.78,7.14,9.12,9.24,6.29,43,99,86,66,On Time,Late,Late,On Time,95.65,49,70,85,70,74,41,66,63,91,75,67,62,37,34,43,35,67,45,46,53,53,76,30,98,79,83,50,42,97,78,88,87,94,52,36,57,63.788,61
310336a1-083f-43a8-b831-25e7aa258fe1,465,Timothy Pena,25,ECE,"795 Brooks Brook
New Katieburgh, SC 21245",(338)686-8394x84315,Erin Thompson,Jackson Hickman,86588.43,7.03,7.44,9.66,6.59,6.69,65,83,56,51,On Time,On Time,On Time,On Time,98.21,47,73,74,54,64,64,74,81,43,72,83,64,90,93,48,31,87,55,91,75,74,72,48,75,67,51,48,63,59,66,45,70,53,46,53,75,63.779999999999994,62
e0bdcda9-5807-4982-8fe9-653f9d8a506d,496,Theresa Fuller,19,ECE,"51576 Catherine Shoal Suite 230
East Timothymouth, PA 79289",(743)766-8898x0056,Dr. Brian Taylor,Brittany Bauer,50709.21,6.23,4.54,5.65,4.37,7.72,97,58,54,39,Late,On Time,On Time,Late,66.17,57,68,51,57,35,83,50,83,41,45,78,95,36,94,73,35,43,33,81,41,67,48,46,100,84,76,97,77,61,58,32,85,64,57,100,50,63.778,63
3760c17d-4974-4b9d-bcfb-dfb3e42bf065,181,Terri Gallagher,22,MECH,"36583 Hurst Forks Apt. 515
Rogersmouth, AZ 76492",(667)903-1276x83179,Willie Vargas,Lisa Bowers,68393.66,4.74,4.57,5.48,4.45,7.37,72,53,33,42,Late,On Time,Late,On Time,89.01,96,81,48,33,66,31,36,64,30,34,98,82,66,81,76,98,50,66,95,45,83,69,36,41,85,62,86,88,98,68,92,81,61,71,79,99,63.676,64
ac3079c6-affb-4d3d-a88f-bb61a87b0812,329,Kathleen Cook,22,EEE,"9953 Bradshaw Burg Suite 031
New Sandraton, ME 96871",001-783-546-5633x2161,Abigail Randall,Katherine Taylor,60189.87,7.42,9.06,5.48,4.03,7.03,60,88,69,94,Late,Late,On Time,On Time,84.05,80,88,62,58,31,85,44,46,42,81,49,87,39,70,59,84,94,68,49,54,73,41,40,71,91,69,80,85,45,47,73,37,62,37,89,69,63.616,65
e946fe09-c706-46db-996a-df997cffef78,480,Kimberly Clark,23,CSE,"12087 Nelson Fork
North Cassandra, AS 23231",568-724-8309,Ralph Wilson,Michael Schultz,55809.43,6.52,8.87,7.78,5.3,6.05,41,59,76,75,On Time,Late,Late,On Time,69.77,90,74,49,38,82,95,60,75,90,31,79,99,97,47,90,87,48,64,75,50,80,52,56,56,81,43,41,73,51,47,88,76,92,85,63,87,63.564,66
042f1a2a-6dcb-4f39-a456-b5c52b8b9dd2,200,Alexandra Porter,19,EEE,"072 Estrada Light
West Matthewland, ME 21750",+1-931-399-5922x86787,Samantha Wilkerson,Carolyn Noble,62635.1,6.61,5.91,6.15,9.08,8.58,63,55,56,79,On Time,Late,Late,On Time,84.88,99,99,36,32,80,35,74,46,62,60,50,89,47,40,77,95,31,38,37,75,42,85,78,73,82,40,73,61,35,78,41,47,79,98,48,62,63.492,67
2dc3630c-e253-45af-86d6-236043985709,225,Frederick Brandt,22,CSE,"1454 Amber Throughway Apt. 836
South Brianberg, RI 64040",648-227-0170,Carla Williamson,Karen Myers,79102.98,6.2,9.43,6.09,9.04,6.08,100,50,60,89,Late,On Time,On Time,On Time,91.58,94,46,83,89,41,95,35,46,51,78,75,88,82,35,89,58,83,83,77,93,72,60,36,79,34,46,35,71,78,77,92,58,59,65,51,52,63.331999999999994,68
387d7b73-0ce3-48a9-a9fb-52a1ab0fb6cf,140,Jacqueline Serrano,23,CSE,"5320 Kristin Burg
Gayland, ID 51839",587-995-8761x9779,Natalie Johnson,Heidi Roberts,97510.67,8.98,4.7,8.96,8.95,5.99,57,46,51,36,On Time,On Time,On Time,Late,90.6,95,96,85,44,50,91,33,58,78,36,99,65,39,47,96,56,85,45,83,62,81,90,94,90,79,78,58,44,31,54,61,44,84,85,52,65,63.318,69
32fc3cd0-f748-4483-9477-8a921bffee2c,76,Natalie Garrett,18,CIVIL,"5015 Miller Port
Wilkinsfort, SD 24695",001-774-557-4981,Joel Herring,Maxwell Crawford,87105.66,7.9,9.96,6.93,7.41,6.78,57,52,34,47,On Time,Late,On Time,On Time,98.57,37,65,77,99,91,99,40,43,40,50,49,95,63,53,46,80,73,61,88,70,56,33,88,43,33,80,76,90,93,69,62,59,95,71,99,73,63.27,70
147f290c-c6da-48a2-be69-409b06e3c6dc,376,Stephen Gonzalez,25,ECE,"Unit 0500 Box 9535
DPO AE 56886",(865)738-6896x786,Benjamin Daniel,Bradley Lane,94024.71,8.47,6.89,8.15,6.49,6.79,87,77,58,37,On Time,Late,On Time,On Time,85.48,83,86,68,100,96,63,70,97,96,76,76,67,69,58,53,32,42,43,59,55,73,85,31,79,40,34,76,64,86,86,72,79,84,69,76,78,63.254,71
b3e89305-230b-420f-b171-b7988dc6daed,148,Evan Hoffman,25,MECH,"8378 Collins Orchard Suite 038
Rodriguezport, NE 53406",(622)526-2107,Jacqueline Ford,Tara Peterson,67241.37,5.65,8.85,5.14,6.55,9.41,92,95,53,76,On Time,On Time,Late,On Time,97.51,73,31,35,63,36,51,79,47,47,59,30,47,35,68,68,54,67,86,90,63,50,83,100,64,41,74,40,82,95,67,84,48,99,72,93,98,63.184000000000005,72
eb2fceb0-45d3-4764-a874-ee9aeffcc8b5,483,Samuel Mills,24,EEE,"05355 Hutchinson Station Apt. 659
West Jessicaville, NC 78183",940.575.2314x57869,Dwayne Nguyen,Thomas Schmidt,65881.51,7.13,4.82,9.52,4.81,6.55,92,99,72,62,Late,Late,Late,On Time,53.35,44,96,53,31,59,40,52,56,87,74,60,94,33,98,82,32,72,70,41,73,30,36,76,69,47,63,84,33,33,30,90,66,79,87,68,93,63.17999999999999,73
0b668af8-1d4f-474c-b6ba-9b53012c602c,462,Jennifer Castro,24,EEE,"97848 Johnson Meadows Apt. 469
Stephanieberg, VA 17874",(427)336-5931,Tiffany Cortez,Daniel Perry,76145.27,4.84,5.24,6.09,9.4,5.11,58,41,74,58,On Time,Late,Late,On Time,59.71,37,78,81,48,79,49,62,51,67,67,32,84,52,45,69,97,98,95,100,88,49,94,57,90,54,90,35,65,70,42,72,79,69,78,62,77,63.164,74
aa6b92af-3016-40ec-ad69-f909f7deb898,15,Alexander Hernandez,24,MECH,"069 Mendoza Cove Suite 134
Craigmouth, VI 79519",337-332-5354x5374,Lisa Mercer,Jasmine Baker,93198.56,8.63,8.96,4.08,7.23,8.67,100,84,66,39,On Time,On Time,Late,Late,77.85,95,49,77,100,91,49,81,36,59,82,36,63,70,80,88,60,94,78,57,67,88,72,48,91,80,85,33,44,70,35,52,49,45,63,60,75,63.104,75
9160bc04-2bea-48b9-83b0-3f8e39d69dbf,280,Tiffany Hernandez,23,EEE,"622 Garcia Island
Williamburgh, NJ 47598",+1-936-475-3145,Suzanne Henson,Patricia Donovan DDS,62788.2,6.64,6.39,7.71,8.85,8.5,51,36,31,73,Late,Late,On Time,On Time,68.58,65,62,39,32,67,31,60,66,42,36,31,70,77,96,45,86,38,100,82,41,34,64,45,72,44,64,93,63,89,99,93,74,97,84,53,96,63.016,76
fd9234d4-434d-4d6b-b21b-f502eaff346f,227,Chelsea Kennedy,25,MECH,"11119 Sanchez River Apt. 944
East Michael, VI 60862",997.213.4604x65974,Matthew Avila,Jenna Nolan,59017.65,4.71,7.37,4.04,4.68,6.8,74,52,68,70,Late,On Time,On Time,Late,91.27,97,73,73,66,56,42,41,87,66,57,73,52,87,47,34,71,46,82,90,57,56,35,84,80,58,55,82,53,57,52,92,78,74,86,50,85,63.013999999999996,77
6d357949-fd24-40d8-bd41-09cbca4917ef,70,Douglas Barron,18,ECE,"37218 Sharon Mall Apt. 591
Herrerabury, MH 37969",808-850-3486x227,Russell Johnson,Sarah Schwartz,73199.49,5.02,9.48,5.17,5.63,8.84,52,92,64,66,On Time,On Time,Late,On Time,66.11,65,100,59,85,96,100,41,37,77,71,82,93,53,60,89,37,82,87,64,96,33,86,62,57,78,100,58,67,72,52,50,86,85,37,90,89,62.79,78
8f9e3484-a0ec-4daa-9d46-bdb441407316,216,Nancy Allen,25,EEE,"952 Samantha Overpass
Coleton, ND 20917",454.279.6885x67171,Chelsea Anderson,Leslie Burgess,85949.93,8.89,7.58,7.13,4.16,9.41,63,74,30,83,On Time,Late,On Time,On Time,74.36,53,96,32,95,94,93,32,73,75,57,99,63,87,87,84,34,49,69,46,39,38,99,92,96,60,81,57,76,96,65,38,51,78,69,83,71,62.754,79
9356ca28-4307-4d7a-9ce6-3f5d8d2966b3,476,Jamie Mullins,19,CSE,"84539 Christine Run
East Maryhaven, WY 05605",876-998-3264,Debra Moore,Raymond Juarez,66544.28,6.42,4.35,6.12,4.94,9.33,37,96,99,51,Late,Late,Late,On Time,51.11,60,97,70,47,76,49,63,43,93,46,47,86,90,38,52,84,33,62,46,52,77,58,91,72,39,43,57,65,47,42,74,64,46,81,30,95,62.688,80
652111bc-1974-4803-b219-853091dbef4c,33,Mr. Michael Smith,24,MECH,"080 Miller Union Suite 876
Mollyburgh, AR 73404",(995)670-1515x24449,Fernando Fletcher,Kathleen Hoffman,68825.05,8.77,8.49,9.34,5.92,5.43,36,92,59,86,On Time,Late,Late,On Time,83.57,96,56,41,84,91,77,70,88,47,78,54,79,88,61,61,90,90,74,90,75,52,88,59,53,80,63,79,98,50,89,63,36,59,96,39,92,62.6,81
a9406987-ec96-4a1c-90e0-e6bac36f0f32,254,Brittany Fields,20,CSE,"USCGC Jensen
FPO AE 15789",722-399-9660x8526,Jason Lopez,Jason Taylor,63555.46,9.11,6.57,7.55,9.13,5.56,100,41,48,46,Late,On Time,Late,On Time,96.8,61,73,89,71,96,79,63,47,56,42,96,56,87,93,59,43,86,43,76,46,51,79,87,74,39,83,96,42,41,55,97,46,54,43,41,80,62.472,82
42d28df9-238c-4dd5-b961-48f635a8a6f2,322,Kimberly Stevenson,18,CIVIL,"85601 Clayton Hill
Smithmouth, NV 86826",370-872-2702x24918,Meghan Gutierrez,Monica Carter,58145.48,6.39,6.72,6.69,7.9,7.53,57,91,42,33,Late,Late,On Time,Late,95.47,35,43,84,70,48,56,48,50,82,52,100,100,65,50,68,94,31,74,45,50,57,36,99,75,32,44,55,77,39,68,72,91,79,36,62,34,62.4,83
007b57ef-0572-41ed-8cae-276a15340946,447,Andres Ross,20,CSE,"6645 Salazar Rue
West Bradley, FL 17776",9976363178,Ruth Berry,Derrick Armstrong MD,63894.41,6.72,5.19,8.97,6.04,8.52,91,83,45,89,Late,Late,On Time,Late,81.39,74,51,51,62,96,69,45,44,40,54,75,40,88,55,99,76,97,92,74,73,33,67,97,97,69,71,35,80,53,71,90,89,78,89,37,85,62.38199999999999,84
8a839aa7-eba2-459f-ac2f-b22b21f305bb,421,Paige Meyer,21,CSE,"57552 Christopher Lodge
South Rick, ID 64327",823-438-2655x65482,Mark Franco,Sara Bowman,99346.53,4.98,6.39,5.99,9.08,7.77,55,34,56,50,On Time,Late,On Time,Late,90.88,30,74,38,92,93,84,86,87,42,75,60,91,36,43,62,75,82,82,67,55,95,50,70,34,39,34,45,86,60,71,67,78,60,94,96,88,62.33,85
a73b5720-90b8-4b7c-aaf3-4bcf5a3429ce,193,Victor Robinson,21,EEE,"863 Jonathan Village Suite 867
Kellyland, TX 96762",984-213-6272x6538,Christian Hernandez,Sheila Hawkins,93761.97,4.4,6.98,8.8,6.71,6.94,86,50,82,48,On Time,Late,Late,Late,78.31,99,93,92,75,92,41,67,69,60,44,69,86,60,97,30,59,90,67,75,64,95,64,59,62,52,81,43,72,85,33,50,67,80,37,93,78,62.25,86
4e20675a-3eb3-4731-bab0-811ea5983a59,391,Eric Hebert,24,ECE,"0201 Becker Streets
Rachelside, NM 64907",001-755-302-0531x3193,Kevin Stuart,Robyn Nelson,81776.16,8.76,6.64,4.6,8.81,8.13,64,92,67,75,Late,Late,Late,On Time,94.67,82,82,79,59,57,55,61,82,55,52,77,81,68,85,81,83,62,67,81,82,66,95,33,51,54,49,72,53,61,49,90,46,43,64,72,76,62.160000000000004,87
22826efd-7b0c-4df8-a6b5-9c429598d6e5,203,Samantha Fisher,18,ECE,"898 Kristy Spur
New Beverly, AK 43205",001-488-940-0915x413,Courtney Payne,Charles Taylor,90766.96,4.45,7.57,6.52,5.37,6.56,70,47,68,76,On Time,Late,On Time,On Time,99.92,53,45,46,74,43,88,56,39,86,57,48,74,34,88,86,94,99,61,61,87,87,91,76,96,99,50,80,98,99,38,81,74,87,82,57,34,62.096000000000004,88
269984fc-b9b9-4225-8fc8-0588c4fcb0c2,493,Gail Buchanan,22,CIVIL,"9890 Bennett Trafficway Apt. 578
West Ana, IA 42096",926-472-1204x6204,Todd White,Sandra Castro,73129.56,6.23,9.46,7.53,8.17,7.12,82,88,87,41,On Time,On Time,Late,On Time,76.25,59,58,58,82,34,83,48,32,44,36,73,65,43,35,87,70,56,42,66,82,66,54,96,77,64,53,97,62,58,70,89,73,31,64,80,85,62.074,89
c7d9cadf-6ef3-4d79-b638-70d794bb7a53,18,James Perez,18,EEE,"3758 Monique Fords Apt. 804
West Jamie, UT 71899",347.310.8671x20347,Gail Martin,Deborah Parker,90541.24,9.92,7.3,9.73,5.97,7.99,69,35,36,82,Late,Late,Late,On Time,96.78,34,33,31,55,33,95,98,87,51,84,33,74,91,35,80,64,75,59,73,69,38,61,56,79,36,30,70,32,90,99,30,87,53,89,81,52,61.95399999999999,90
bfabd6d8-e1e0-47e0-9f50-31fbc7866c42,265,Deborah Price,24,CSE,"7146 Shields Camp Apt. 192
Benjaminview, OH 69031",(710)505-2323,Joseph Garcia,Brittney Cervantes,80866.38,5.43,6.32,6.82,8.56,5.78,79,44,63,62,Late,On Time,On Time,Late,71.19,59,69,97,63,54,41,73,39,61,50,65,100,62,92,69,57,63,51,45,85,63,59,76,74,95,87,62,52,62,75,36,66,38,94,66,58,61.794000000000004,91
ccb7324e-eb69-450f-a778-7bb15e9946a0,275,Angel Kelly,24,MECH,"0584 Wright Place
Masonstad, CO 87234",(773)766-0052,Hannah Williams,Deborah Hess,55878.36,6.48,4.96,6.67,8.56,9.27,94,42,37,52,Late,Late,Late,Late,76.62,75,52,94,80,59,67,94,95,41,56,76,67,52,95,92,54,62,56,89,49,80,52,62,87,84,58,75,54,72,40,31,69,63,79,51,68,61.577999999999996,92
71e254b3-7831-4e94-b0ac-af9522343605,278,Jeremy Ramirez,22,MECH,"7559 Jerome Spurs
Rosaleschester, NV 89609",+1-543-750-3315,Joseph Jackson,Brandi Carey,53775.75,6.03,8.22,6.11,9.39,7.48,46,72,48,65,Late,On Time,Late,On Time,82.2,67,37,89,44,100,63,79,40,45,93,63,95,47,79,87,44,58,50,78,38,72,73,33,77,87,51,49,93,40,30,44,73,42,59,30,46,61.536,93
909d94cc-3506-40ea-9d89-fdfd3793387f,250,Caitlin Chavez,20,ECE,"7976 John Center Apt. 119
Brittanyberg, NH 74129",319-561-4140,April Watson,Martin Carroll,79216.22,5.39,9.63,5.76,6.47,5.28,51,63,45,44,Late,On Time,On Time,Late,81.28,57,47,64,53,40,96,73,57,86,75,68,58,49,52,75,92,46,97,34,63,49,92,72,86,88,51,68,30,87,34,81,79,99,58,46,77,61.512,94
ce387afd-c84c-4d1b-948d-0ea98e9e908e,382,Brandon Lee,24,CIVIL,"966 Katie Forks Suite 974
North Jason, WY 84442",512-395-6774,Tammy Crawford,Antonio Key,63935.08,6.81,8.44,4.53,4.15,5.26,72,51,77,91,On Time,Late,On Time,On Time,67.9,82,54,35,88,65,57,67,66,85,35,85,82,59,70,30,38,49,67,81,95,78,74,32,70,55,53,92,34,56,38,88,44,35,98,35,82,61.432,95
09a2c819-659a-4aec-9f52-5e74f6be1bd3,50,Jeffrey Young,20,EEE,"223 Jason Shoal
West Andreaburgh, WV 52058",377.540.1195x51091,Jose Robertson,Michael Castro,99608.98,6.45,5.89,7.65,6.27,9.84,44,37,67,54,Late,On Time,On Time,Late,64.05,90,62,46,65,73,47,56,33,45,36,95,58,59,80,53,75,81,55,34,75,59,82,68,93,57,55,89,34,84,96,91,50,43,93,52,82,61.378,96
1ae044e1-3425-4065-8e2f-ff44b6f8c9ca,487,John Goodman,20,EEE,"0753 Doyle Throughway
South Michaelport, NH 11543",807.487.0154x053,Lauren Ortiz,Richard Williams,78033.12,6.3,4.93,5.69,7.9,8.49,70,50,69,50,Late,On Time,On Time,On Time,67.1,95,84,63,90,99,60,58,93,73,46,83,59,82,92,36,61,31,80,88,89,42,62,52,74,84,85,75,34,60,71,81,52,92,89,63,98,61.318,97
69251f37-1156-4408-8e53-7f1b80218e6d,171,Michael Brown,21,EEE,"76574 Julie Walks Apt. 092
Holderfort, GA 55600",001-484-319-7904,Lisa Moreno,Brittany Richmond,91986.76,6.55,4.74,6.91,8.76,5.48,74,38,67,61,On Time,On Time,On Time,Late,91.06,50,33,31,35,74,69,72,48,82,78,35,70,97,43,73,32,91,62,92,99,32,41,66,61,42,96,35,65,41,91,49,58,83,37,90,79,61.30800000000001,98
fe8d832e-6205-40d1-86be-edb0b0f1a2ca,192,Kenneth Greene,21,ECE,"0174 Jennifer Unions
Robertchester, PR 81683",001-897-944-2110x00648,Kevin Andrade,Victoria Holmes,85808.87,8.08,4.37,8.87,7.24,5.74,70,64,50,97,Late,Late,Late,Late,68.57,62,53,60,46,84,37,73,85,32,48,52,99,33,100,54,50,45,76,69,75,36,40,89,79,86,86,85,75,50,30,84,32,71,53,32,54,61.262,99
fadf5f4f-1011-474d-bfff-cced0fcef66d,58,Zachary Byrd,24,CIVIL,"054 Samantha Avenue Suite 117
Lake Christopherside, UT 51232",371.850.2984x2183,Mary Rios,Paul Cooke,61500.95,6.7,4.85,6.82,6.1,7.58,68,51,87,59,On Time,On Time,On Time,Late,85.67,85,100,95,46,93,77,88,40,70,49,56,36,64,36,89,32,38,55,53,97,73,88,34,85,74,90,45,39,53,42,99,74,88,40,61,92,61.25,100
72eaf9f2-e75e-43d9-ad89-58b99d26d437,417,Lindsey Luna,25,ECE,"937 Ramos Ridges
Johnstonchester, FM 19787",(394)449-4493x785,John Williams,Jacqueline Munoz,71955.43,7.04,7.96,5.9,8.22,5.13,99,39,68,97,On Time,On Time,Late,Late,80.95,38,100,44,83,48,84,41,59,90,62,97,74,75,71,89,99,65,78,95,96,89,70,53,62,66,45,34,39,32,41,99,52,70,63,80,84,61.215999999999994,101
17b35400-6737-4242-bdd1-079b78af5ef7,497,Bryan Thompson,21,CIVIL,"899 Wang Ports Apt. 143
New Heidihaven, CT 87521",737-234-6200,Alexis Hill,Katherine Brown DDS,96637.28,8.9,5.61,7.8,6.55,6.41,40,39,78,58,Late,Late,On Time,On Time,70.36,34,90,43,81,72,72,99,49,100,94,41,57,73,88,71,83,91,93,94,50,73,98,59,74,55,73,90,52,39,68,79,69,91,85,47,98,61.153999999999996,102
fa1e1551-37da-4506-8d10-fe029661b62f,237,Dylan Allen,23,CSE,"4404 Compton Springs
East Richardfurt, WY 92027",849.267.6905x61977,Kimberly Nichols,Nathan Anderson,83752.47,5.97,6.93,7.04,8.06,8.53,70,62,67,36,Late,On Time,On Time,On Time,70.17,34,78,99,57,33,53,60,91,55,84,41,100,49,78,49,52,75,32,83,84,38,70,86,34,93,37,97,43,94,81,38,89,99,60,57,93,61.14,103
3e923bbc-8cf3-4755-81f7-048856bcfc0a,426,Brian Mccoy,24,MECH,"USNV Howard
FPO AP 98152",001-500-591-7204x65099,Autumn Stevens,Charlene Mason,60787.85,7.45,8.34,9.98,8.46,5.59,46,30,50,77,On Time,Late,On Time,On Time,76.62,81,84,74,57,36,97,43,51,98,50,86,68,46,50,68,83,50,85,49,70,32,40,44,76,32,68,32,70,73,37,57,33,38,63,42,79,61.04200000000001,104
2071e53c-addb-4154-988c-7de6a1f0833d,427,Sydney Soto,22,EEE,"734 Mitchell Estates Apt. 175
Lake Tracyberg, UT 38284",001-607-629-4585x113,Dylan Hughes,Susan Frey,60618.86,6.17,5.42,7.33,9.1,9.93,80,78,49,56,Late,Late,Late,On Time,59.28,87,39,79,42,96,96,76,38,98,40,41,70,47,69,43,35,97,61,39,44,68,57,34,96,42,80,59,41,32,81,42,42,41,38,71,70,61.04200000000001,105
787d5570-c768-4fb6-b9c2-e927736676c6,81,Dawn Gray,19,CIVIL,"2013 Jones Cape
New Jacob, NV 94190",828.709.1607x14246,Carol Delgado,Taylor Mora,55608.25,8.75,7.85,5.14,8.47,8.59,79,84,82,96,Late,On Time,Late,Late,94.6,47,44,37,79,36,58,74,93,53,70,46,64,91,38,99,66,73,41,61,79,77,93,90,49,70,84,51,35,87,98,76,59,77,68,74,89,61.038,106
fce20d75-c02b-4ba8-b416-373daade3e20,327,Jon Johnson,22,MECH,"Unit 5169 Box 4535
DPO AE 49662",+1-748-543-4706,Dawn Williams,Erika Sanders,74307.36,7.93,7.93,8.08,9.73,5.1,70,87,79,83,Late,On Time,Late,On Time,98.94,62,78,43,49,72,72,57,74,36,52,51,62,61,39,55,90,43,95,50,33,100,96,86,58,99,98,60,85,43,62,94,38,74,57,100,81,61.007999999999996,107
a3b1612a-0bbd-45f9-815f-91df78d8febe,234,Lauren Clark,19,EEE,"6806 Bell Summit Apt. 500
Clarkview, CT 86929",889.328.3966x456,Mrs. Janice Crawford MD,Wesley Adams,81416.67,6.95,9.21,8.16,9.5,8.23,90,69,94,91,Late,On Time,On Time,Late,61.18,75,73,77,52,77,47,94,79,98,71,35,100,44,64,48,97,36,98,83,46,34,56,54,59,61,58,40,57,50,57,37,72,100,36,71,76,60.88199999999999,108
91da5cd0-8cc0-47ae-b421-f7e0a5d5aa80,146,Timothy Scott,25,CSE,"22761 Marshall Port Apt. 594
Isaiahbury, LA 14944",(555)776-6195x2619,Mary Edwards,Evan Solomon,62178.99,7.68,6.51,5.8,9.79,8.62,100,100,35,46,On Time,Late,Late,On Time,60.61,36,30,68,32,30,95,85,32,46,67,41,78,95,56,85,41,56,88,87,97,98,92,51,94,77,97,33,37,46,45,32,58,63,48,59,63,60.846000000000004,109
6ba6e0e7-5324-4c50-a158-5d7834c1181f,32,Brian Caldwell,19,CIVIL,"662 Robin Parks
East Lori, MP 56431",758-434-3723,Emily Jones,Jonathan Obrien,84053.47,6.02,7.42,8.2,5.56,5.2,33,58,40,42,On Time,On Time,On Time,On Time,90.52,90,69,75,94,71,83,74,44,75,75,40,82,53,88,60,80,45,94,57,67,84,46,51,89,44,43,40,32,92,87,30,54,98,38,66,37,60.74400000000001,110
a7d9b81a-9f40-4b70-ac8d-71135f5425ce,436,Anthony Stone,18,ECE,"54174 Kim Green
North Lisaville, AL 95462",680-427-7806x6796,Chelsea Lawrence,Timothy Rivera,97866.78,9.13,9.96,6.98,6.78,6.43,87,59,43,34,On Time,On Time,Late,Late,67.94,45,60,77,43,96,48,80,34,43,42,69,67,74,31,96,36,62,60,78,80,62,60,55,68,63,43,54,58,99,70,87,46,73,67,70,94,60.674,111
9354b15b-7d60-4b53-9b7c-3f40df65174f,16,Heather Jenkins,22,CSE,"0835 Benjamin Lake Apt. 372
Avilafort, MI 22843",843-250-0053,Timothy Frost,Daniel Delgado,97102.1,4.38,4.32,7.57,4.9,5.25,73,83,63,36,On Time,Late,Late,On Time,99.85,63,51,90,99,80,35,72,66,47,41,92,74,32,59,41,36,53,40,57,50,40,35,60,41,52,64,98,78,69,59,82,47,69,38,37,83,60.620000000000005,112
a71428ca-4115-4acf-8d68-a27e8c120d48,425,Jacob Campbell,25,MECH,"566 Eric Street
North Katie, AR 38512",263.358.8214,Mrs. Amanda Greene,Megan Harrison,60674.03,7.68,8.76,9.94,4.85,7.74,86,89,44,93,Late,On Time,Late,Late,64.32,91,88,97,59,46,58,49,79,52,36,69,100,83,59,66,32,55,93,77,44,54,61,55,64,42,71,50,72,31,92,97,90,51,44,93,67,60.612,113
7bd1de32-7414-4b96-8478-f0a737578211,7,Vickie Ballard,23,MECH,"48577 Taylor Lakes
Maryfort, OH 68348",(710)995-4818x607,Ashley Smith,Katie Clements,86715.82,6.12,4.7,7.69,5.83,8.01,42,54,49,88,Late,On Time,Late,On Time,94.65,100,33,34,38,68,47,42,46,60,30,97,41,31,77,88,38,37,41,50,69,73,52,73,74,50,88,83,67,61,66,39,32,96,78,68,85,60.532000000000004,114
93d12793-4d99-404d-b631-109740f734a8,61,Courtney Washington,24,ECE,"831 Walker Parkway Suite 604
Nortonport, AZ 63686",5294888853,Tara Patterson,Troy Holt,64216.26,8.22,5.07,7.83,8.87,9.88,31,33,56,45,Late,Late,Late,Late,63.62,92,87,100,80,69,63,97,49,100,90,53,80,80,67,46,68,79,84,100,70,97,57,96,62,93,31,41,38,56,84,79,53,47,51,62,87,60.5,115
38efc478-8131-4f14-9b69-bcd06322c67b,110,David Wilson,22,CSE,"0632 Coleman Stream Apt. 495
West Lauren, IN 58071",691-325-1272x4012,Lawrence Hampton,Brandon Thomas,76333.0,5.47,6.78,7.26,9.15,5.17,53,55,32,36,On Time,Late,On Time,On Time,52.17,50,50,94,50,92,90,70,48,83,98,80,67,81,99,99,60,64,45,42,33,30,98,73,81,37,44,72,69,46,66,67,55,56,82,42,97,60.468,116
3ceccc3e-3574-431a-b6f6-95130e92e369,306,Kristen Colon,23,CSE,"291 Margaret Greens
Gonzalezland, CO 03016",001-211-886-9539x16031,Denise Mayo,Craig Jordan,67074.33,5.39,9.27,6.66,7.48,9.44,65,99,55,66,Late,Late,Late,On Time,74.67,72,94,100,77,55,54,46,44,92,77,90,86,76,70,74,82,45,82,74,93,88,52,74,68,83,31,46,87,98,40,94,40,54,54,51,64,60.422000000000004,117
