ID,RollNumber,Name,Age,Course,Address,PhoneNumber,FatherName,MotherName,Income,sem 1,sem 2,sem 3,sem 4,Semester Predicted GPA,Project1,Project2,Project3,Project4,Project1_Status,Project2_Status,Project3_Status,Project4_Status,Project Predicted GPA,Aptitude1,Aptitude2,Aptitude3,Aptitude4,Aptitude5,Aptitude6,Aptitude7,Aptitude8,Aptitude9,Aptitude10,Aptitude11,Aptitude12,Communication1,Communication2,Communication3,Communication4,Communication5,Communication6,Communication7,Communication8,Communication9,Communication10,Communication11,Communication12,LogicalTest1,LogicalTest2,LogicalTest3,LogicalTest4,LogicalTest5,LogicalTest6,LogicalTest7,LogicalTest8,LogicalTest9,LogicalTest10,LogicalTest11,LogicalTest12
e9b0deea-b913-4dde-b594-a2a255c4f2dd,3167,Rita Garcia,24,CSBS,"956 Robert Heights
Welchbury, AS 87219",-4521,Jordan Lee,Brittney Henry,314640,3.39,4.38,0.35,1.41,5.045625,60,40,50,60,Late,On Time,On Time,On Time,68.98125,83,95,98,84,88,84,34,36,99,93,89,78,80,94,71,79,2,89,78,70,76,93,83,89,72,99,93,9,90,37,89,95,80,74,73,76
f4977fce-8f50-48da-b23f-c524df986dbf,3168,Jose Williams,24,ECE,"216 Richard Valleys Suite 491
Leeshire, OK 93160",677.735.8115,James Wright,Morgan Davis,813735,4.21,9.41,8.19,0.06,6.25375,60,40,30,80,On Time,Late,Late,On Time,68.98125,90,99,48,94,86,34,80,99,20,78,32,78,85,87,76,92,78,99,46,98,91,3,71,77,92,80,97,95,94,14,29,80,77,74,86,29
7c62e346-d205-41e9-ad39-fcab9b8dd868,3169,Lynn Griffin,21,CSE,"796 Isabel Valleys
Port James, OR 29179",001-990-339-2095x39151,Edwin Martinez,Maria Brown,901370,3.6,4.97,1.25,1.93,4.845625,80,60,70,30,On Time,On Time,On Time,Late,63.475,84,73,92,96,82,88,72,76,76,24,77,90,81,49,74,70,13,72,89,84,79,80,76,94,77,89,100,75,91,80,75,97,39,79,26,82
1cac2f61-b3f4-451e-8ea2-909350a2f538,3170,Rachael Hall,19,CIVIL,"22404 Vaughn Junctions
New Matthew, MI 31859",273.688.1068x08257,Jason Lewis,Melissa Perez,434254,9.59,5.35,7.29,9.97,6.99,60,50,70,70,Late,On Time,Late,On Time,73.05,81,97,81,75,93,79,25,89,38,95,84,83,13,25,89,79,71,79,22,41,93,10,24,1,98,87,38,100,71,76,93,100,81,42,78,88
6b0cde66-c1d6-4842-ac3a-da119a509546,3171,Adrian Schmidt,22,CSBS,"2603 Jill Canyon
South Michaelburgh, MI 07763",-4608,John Greer,Suzanne Perkins,831860,1.2,1.02,0.5,4.28,4.905625,50,80,50,80,On Time,Late,On Time,On Time,72.6125,97,90,91,14,71,99,95,89,73,85,97,99,14,71,72,82,78,83,76,22,99,41,75,78,31,98,78,91,73,96,81,72,44,88,88,82
4dfe1f0c-97d3-419c-aa2d-8e84f6ea510f,3172,Lee Silva,25,MECH,"6799 Juan Skyway Suite 588
New Matthewhaven, WA 12769",(887)870-5066x5834,Kenneth Moore,Rachel Adams,582595,5.95,0.14,7.53,0.61,5.510625,70,80,30,50,Late,On Time,On Time,Late,67.33125,83,88,93,96,78,75,74,86,93,93,47,22,81,96,85,42,91,77,0,86,99,71,92,99,73,88,90,82,91,82,98,86,73,81,93,91
a226350c-0d6b-4eff-b6a3-1f965195dc47,3173,Ruben Fowler,21,ECE,"927 Julie Shoal
South Logan, MS 56073",001-493-980-2215x185,Patrick Taylor,Brittany Smith,320331,5.67,0.51,1.65,8.91,5.2025,50,30,40,60,Late,On Time,On Time,Late,56.01875,45,24,81,77,81,86,10,85,80,86,98,36,82,90,88,8,37,81,80,79,89,13,97,98,75,93,91,85,99,76,76,74,82,83,76,90
91625e0b-7202-4ff7-8bef-75b1832f2253,3174,Cody Martin,21,EEE,"USNV Robles
FPO AP 46118",3739859012,Terrance Williams,Heather Campos,144885,0.87,0.39,0.23,0.19,4.905625,70,60,40,40,On Time,On Time,Late,Late,68.98125,21,71,22,9,96,98,1,1,76,72,99,81,86,44,70,97,28,1,97,92,93,90,7,24,80,97,78,72,5,96,30,86,93,72,79,83
3f50adc2-b95e-4648-a3ce-4e4142206bb4,3175,Andrea Cooper,20,ECE,"20789 Jeffrey Manor
Rayville, GU 67538",+1-274-478-9942x3304,Kevin Smith,Linda Fowler,528993,3.67,7.1,6.5,8.25,7.214375,70,30,80,30,Late,Late,Late,Late,68.98125,78,89,77,92,73,24,77,74,75,20,77,7,85,49,94,98,94,50,94,82,71,16,96,86,8,86,98,19,78,92,82,97,82,99,100,45
8a305020-f7e5-41cf-8b28-6377ffe81a95,3176,Sandy Bailey,23,CIVIL,"0832 Rick Radial Suite 530
Dudleyville, MS 57827",6456392006,Jesus Gonzalez,Courtney Rogers,317311,0.14,0.8,2.88,0.7,4.905625,60,40,70,70,Late,Late,On Time,Late,63.475,99,97,93,87,18,10,84,76,99,40,93,46,94,32,89,94,47,83,98,77,19,83,12,81,39,95,78,83,92,95,84,84,81,86,74,93
b9d1f9cb-3f2f-4744-b8a2-da7039e8e3d0,3177,Dennis Carter,20,MECH,"9674 Joshua Corners Suite 343
Michelechester, ID 97080",(565)704-2690,Billy Parker,Cathy Crawford,380161,8.26,9.52,0.08,3.96,7.0075,50,50,50,70,Late,Late,On Time,On Time,67.40625,80,72,26,95,77,95,81,43,81,80,77,14,77,24,31,83,75,90,75,85,95,80,23,87,98,73,81,75,94,70,79,87,89,79,87,87
8ece29f3-ea05-4ec1-ab8f-1515bef06c77,3178,Matthew Jackson,18,CSE,"15186 Davis Parkways
Gallagherville, SD 17952",245.649.8678,Jimmy Turner,Julie Marshall,838594,7.98,3.39,4.11,1.09,6.6275,50,80,50,80,On Time,On Time,On Time,On Time,72.6125,84,86,100,71,73,80,38,13,80,84,24,74,79,77,84,81,73,80,86,71,94,23,18,95,96,72,88,21,2,32,12,74,81,37,89,98
8c66fba1-2391-449f-86cd-c434216b5b0c,3179,Melinda Webb,22,CSBS,"51121 Palmer Drives
Christopherberg, OK 59950",692-464-1265x323,Pedro Taylor,Jacqueline Harper,981507,9.43,8.28,0.5,1.81,6.100625,40,60,80,30,On Time,On Time,On Time,On Time,68.98125,89,70,98,43,7,37,87,81,91,48,84,33,83,80,8,78,75,31,92,74,6,86,77,90,84,97,80,75,82,79,99,86,71,76,84,71
fc6ba9ff-d10a-4af8-82bd-4ec9ca4f51e4,3180,Christian Herman,18,ECE,"PSC 4027, Box 6095
APO AA 64659",+1-234-870-3822x1032,John Velez,Kelsey White,358186,2.65,7.63,7.79,9.97,7.38,60,40,70,60,On Time,On Time,Late,On Time,67.33125,90,74,97,74,75,14,94,79,100,74,73,85,71,76,17,100,82,85,87,9,22,98,87,76,85,81,72,11,71,86,94,84,49,89,86,81
d7058778-be31-413a-b73e-f780be73e4d6,3181,Linda Lopez,20,EEE,"34701 Evans Crest Suite 078
Jessehaven, VI 93877",001-802-599-6241x4686,Charles Turner,Cynthia Wood,837948,8.16,0.47,9.16,7.27,7.53375,70,70,50,40,Late,Late,Late,On Time,67.33125,96,71,76,96,80,83,84,19,32,14,19,74,74,14,86,90,0,79,71,77,77,97,82,48,97,88,71,71,0,76,43,74,70,71,92,24
d142e72f-6ffa-4e59-9a06-b3e77c80e17f,3182,Sandy Hamilton,24,CIVIL,"865 Reid Orchard Suite 215
North Madeline, NH 51001",(870)836-5441x36777,James Ward,Angela Kent,165290,7.44,4.69,5.27,3.92,6.508125,60,50,30,70,On Time,On Time,On Time,On Time,68.98125,73,31,73,97,94,99,90,47,93,92,97,24,91,28,92,48,75,99,92,99,88,86,3,77,93,74,88,93,17,71,82,96,83,88,95,81
4cf68981-7997-4354-9c91-ecf6d528029d,3183,Brian Douglas,25,CSBS,"200 Tate Light Apt. 262
New Melissaland, MN 48836",843-882-3872x9006,Jerry Porter,Sara Rodriguez,888215,6.12,8.8,7.13,6.7,6.765,60,80,60,30,Late,Late,On Time,Late,67.33125,72,88,14,91,91,98,73,89,82,87,73,72,81,72,91,98,81,87,87,100,95,93,73,33,96,89,74,31,82,81,87,21,92,19,25,78
eaf8a452-dd78-41e2-911f-df94427d6044,3184,Ronnie Reid,18,EEE,"65103 Cortez Village
Jonesfurt, ND 72298",2526683875,Christopher Harmon,Chelsea Sullivan,840605,3.36,8.42,4.45,1.78,5.601875,70,60,30,30,Late,Late,On Time,Late,67.99375,81,81,17,84,98,15,82,91,89,71,44,71,6,80,91,72,81,99,15,87,12,82,93,70,76,74,75,75,71,74,98,87,80,87,94,81
402d79eb-c1de-444b-b35e-93a1d2207d5a,3185,Yvonne Mullins,25,EEE,"7119 Brown Rest
Jeffreyton, NV 25543",(240)463-2554x578,Darren Obrien,Amy Green,402513,8.44,5.91,3.22,0.69,6.355,70,50,50,50,Late,On Time,On Time,On Time,67.40625,96,8,73,95,77,72,96,45,32,74,76,71,93,97,89,98,93,81,96,72,81,2,78,99,78,72,6,72,87,87,6,85,82,89,89,97
e33d3c99-0304-4790-98fa-f3911149b2f1,3186,Eric Lynch,23,ECE,"8250 Francis Plains Apt. 801
South Ashley, WI 72262",001-689-305-1580x32591,David Stephenson,Jaime Martinez PhD,105090,3.52,3.27,6.53,0.78,6.16375,30,40,40,70,On Time,On Time,Late,Late,56.01875,94,98,6,79,96,73,91,93,98,71,96,72,85,72,5,25,87,82,88,87,41,87,83,73,8,92,84,41,87,94,96,93,92,90,83,96
743f148a-8082-4641-a541-e4fe2666f4da,3187,Amy Ellis,22,ECE,"8278 Jackson Isle
Amyport, NJ 58204",2139937573,Anthony Horn,Brandy White,860696,7.92,6.67,2.02,9.32,7.744375,40,60,50,50,Late,On Time,Late,On Time,61.00625,84,81,74,35,99,96,99,78,30,91,78,76,85,75,42,82,44,90,4,20,20,93,9,88,82,83,45,76,83,2,80,13,93,97,71,78
5ee78356-da68-44cf-ab67-fd72f2297b33,3188,Jamie Mcconnell,22,AIDS,"402 Sanchez River
East Christopher, TN 59152",823.317.6685,Donald Adams,Natasha Hale,205390,4.1,3.59,8.37,3.95,6.100625,70,60,70,50,Late,Late,Late,On Time,73.05,90,92,95,42,40,88,81,83,86,85,70,73,39,85,90,50,88,77,96,92,83,92,89,92,82,32,83,99,40,90,10,88,43,84,91,1
6279492b-8a79-4f4e-a06f-b435a332d786,3189,Rebecca Henderson,24,CIVIL,"1048 Stephens Ways Suite 135
Lake Davidchester, PR 97614",983.317.5998x55542,Frank Mcguire,Amanda Rodriguez,967705,7.54,0.23,3.01,8.74,6.526875,50,30,80,40,On Time,On Time,Late,On Time,61.00625,81,89,90,4,90,88,76,34,18,75,89,95,94,88,45,79,90,81,44,76,98,74,100,73,39,96,8,36,93,82,75,97,82,74,75,76
73ae17ac-4e09-49f5-ba78-d4b0dc2341b4,3190,Sara Garcia,23,MECH,"4375 Ashley Plaza Suite 713
Port Henryville, HI 58588",001-566-656-2686x80879,Jimmy Kerr,Lori Myers,89267,8.45,3.16,4.51,1.07,6.320625,70,40,40,80,Late,On Time,On Time,Late,67.33125,90,78,9,82,87,86,80,81,89,88,95,86,4,91,84,89,81,70,96,86,91,79,75,16,82,75,76,99,73,92,94,82,77,82,98,82
5b3f2baf-1635-48c5-857d-f3867a9a6c1a,3191,Jimmy Guerrero,24,AIDS,"103 Walters Squares
Jimenezberg, UT 22624",651.437.4201x05114,Vincent Evans,Debra Sutton,699197,9.14,0.48,1.55,9.61,6.02125,60,50,30,30,Late,On Time,Late,Late,63.04375,91,76,81,28,79,77,36,25,97,75,94,82,96,91,91,71,94,91,87,100,24,50,75,76,91,75,84,72,96,98,38,85,75,20,90,80
40c6b28c-525d-4de3-bc75-352a6d82adb3,3192,Tracy Turner,19,CSBS,"61451 Moyer Branch Apt. 536
Danielton, FM 85366",204-861-3605x50454,Jason Chapman,Mrs. Mary Espinoza,436021,8.96,1.34,7.52,8.55,7.341875,40,30,70,60,Late,Late,On Time,Late,61.00625,98,86,75,90,85,79,80,91,88,94,31,73,96,1,96,78,96,87,94,83,30,98,86,14,81,92,74,74,91,81,89,86,89,93,77,34
121e5b5d-4b7d-4319-8606-e200aaca95ce,3193,Lawrence Banks,21,CSE,"Unit 7643 Box 2151
DPO AP 43761",812.442.1693,Douglas Johns,Mrs. Angela Krueger MD,580299,6.63,1.62,8.73,2.48,6.459375,70,80,60,80,Late,On Time,Late,Late,80.6375,80,91,85,95,72,94,93,86,88,83,72,77,84,84,79,93,89,98,84,72,78,84,92,88,98,84,79,99,79,98,41,94,76,100,39,87
6ae17c04-02b7-4404-b36a-f6b2e2115075,3194,Sherry Gonzalez,24,MECH,"Unit 6592 Box 0006
DPO AA 67193",598-255-6934x591,Angel Smith,Christina Little,207178,3.14,9.51,5.93,3.19,6.883125,30,60,60,80,Late,On Time,On Time,Late,67.33125,80,35,90,79,80,80,94,70,10,97,88,82,86,90,36,80,11,96,71,83,10,98,81,71,86,84,84,28,12,95,83,8,93,97,4,91
e333deb1-41c3-4643-88f8-373a5b599633,3195,Emily Moore,20,ECE,"211 Nancy Walks Suite 502
Phillipsmouth, KS 28133",+1-305-432-5898x60617,Matthew Baldwin,Dr. Kim Rodriguez,979741,0.59,4.68,5.28,0,5.045625,60,50,80,40,Late,On Time,Late,On Time,67.33125,97,77,99,95,1,80,96,87,83,77,73,85,25,83,96,84,86,36,0,75,33,86,80,89,22,71,79,81,25,25,89,83,70,96,73,91
4b542785-c024-49e6-b96b-d6898ac0b716,3196,Jason Mcdonald,18,AIDS,"019 West Avenue Suite 701
South Mitchellfort, AZ 20293",318.363.4823x1209,Anthony Jones,Rebecca Davenport,998302,1.36,2.58,8.45,8.66,6.231875,50,70,30,80,On Time,Late,On Time,On Time,67.33125,76,80,89,37,78,94,76,97,40,96,91,84,72,10,90,70,74,98,94,72,91,97,12,42,95,88,41,92,71,84,39,34,78,12,75,77
173fd61c-7db4-4bf5-b3d0-e8a1cf4b025b,3197,Robert Oliver,19,CSBS,"177 Duran Tunnel Apt. 141
Port Jennifershire, MI 76385",+1-574-752-2605x36873,George Cook,Betty Cox,476096,0.69,8.37,1.97,6.65,6.284375,80,60,60,30,On Time,On Time,On Time,On Time,67.33125,50,32,93,83,82,42,79,99,95,82,45,92,73,80,84,97,79,78,18,89,45,40,97,85,31,6,90,75,96,81,83,79,96,81,78,84
9f0ccb94-8ba2-421e-a4e5-44e504a64f52,3198,Matthew Orozco,25,EEE,"USS Riley
FPO AE 14705",261-698-5262,Eric Travis,Jennifer Shannon,226291,0.25,3.08,0.18,5.54,5.15875,50,60,50,30,Late,On Time,Late,On Time,67.99375,49,16,78,89,74,84,7,98,71,24,99,70,72,96,85,94,78,72,39,82,77,96,86,77,76,79,81,89,82,95,73,84,94,70,87,95
186ec54a-92d6-4d6b-be52-aa960f9547bf,3199,Matthew Hall,19,EEE,"323 Campbell Passage Suite 265
Derekbury, TX 49544",(965)599-4061,Daniel Logan,Lauren Calhoun,66493,1.9,5.75,6.27,2.58,6.11375,60,80,30,50,Late,On Time,Late,Late,67.40625,93,90,98,92,93,13,33,79,97,2,16,82,96,74,79,79,97,77,77,78,84,72,82,93,25,88,81,77,77,37,74,74,91,94,98,96
7b845ce9-37f9-40eb-b9a6-270632e4ad27,3200,Veronica Beck,21,CSBS,"50969 Johnson Drive
North Philipmouth, NC 90039",-8846,Brandon Roth,Alexis Carter,164983,3.22,3.84,9.28,5.25,6.860625,80,30,30,30,On Time,Late,On Time,Late,63.04375,91,83,74,79,95,21,13,79,89,47,81,78,48,84,92,73,72,93,88,88,83,72,80,96,70,28,91,99,90,88,86,76,99,71,88,92
7512a38e-47f7-45cc-a621-e0b024b68fb8,3201,Lauren Evans,22,MECH,"297 Brittany Stream
Herreramouth, MS 87906",(437)954-6609x647,Danny Soto,Joy Smith,392003,9.39,2.49,7.72,9.74,7.250625,30,50,60,70,On Time,On Time,Late,On Time,68.98125,95,82,48,71,77,86,72,87,92,74,78,76,94,84,12,82,81,73,99,34,97,15,16,77,79,94,97,24,47,35,79,95,89,80,73,87
0b48b697-03b5-4874-867b-6b9966dca44b,3202,Derek Gallegos,22,CSE,"5755 Stewart Port Suite 755
Shanetown, LA 88801",001-897-410-5484x4814,Christopher Hudson,Loretta Key,164681,4.97,5.84,8.2,0.52,6.526875,70,40,60,70,Late,On Time,Late,Late,63.475,73,72,71,84,92,78,72,75,92,74,46,90,79,89,45,97,70,48,76,27,70,94,26,74,87,96,100,74,83,77,92,18,86,87,82,5
6a130d08-1aa1-42df-bbc8-ae58f17c7fb4,3203,Brent Fox,25,CIVIL,"82316 Rebecca Land
Port Jeffreyfort, IN 04775",+1-343-292-7247x9854,Kyle Smith,Katie King,520978,6.27,1.54,9.18,7.17,6.25875,60,30,70,30,Late,On Time,Late,Late,67.99375,94,47,77,86,93,85,93,74,75,75,78,77,81,93,3,77,87,97,91,82,79,91,90,72,82,84,73,70,91,74,79,3,85,10,82,82
5a82613b-f75d-4a63-8a5e-9253dc71c3ce,3204,Ian Weaver,18,CIVIL,"406 Clements Loop
Barbaraburgh, SD 79448",609-899-4026x37910,Richard Brown,Jody Pugh,730062,2.08,0.24,7.07,9.55,6.1825,70,30,30,80,On Time,On Time,Late,Late,68.98125,87,33,72,78,86,4,82,77,40,73,92,75,81,89,99,87,86,73,27,73,7,95,91,77,89,90,89,86,34,49,88,71,92,76,88,80
9b0fb9c7-eeca-4c5d-bc5d-f658e684272a,3205,Lawrence Cantu,21,CSE,"USS Smith
FPO AA 28629",921-784-4606x1283,Kevin Woods,Jessica Williams,139047,0.76,0.07,0.33,2.96,4.905625,80,50,30,70,On Time,On Time,On Time,On Time,67.33125,78,84,74,88,70,77,96,93,86,70,83,84,71,73,80,12,91,79,81,74,78,98,92,89,77,71,86,93,83,80,70,30,75,76,85,94
f7106e9f-f0e2-466f-ba09-2b3e7182134c,3206,Sara Shelton,21,MECH,"PSC 3105, Box 0474
APO AE 82609",879-610-4110,Joseph Gilmore,Marie Haley,761693,1.76,8.3,2.86,5.27,6.0325,50,80,30,40,Late,Late,Late,On Time,61.00625,90,75,75,81,79,72,80,97,87,5,6,76,94,34,79,12,83,1,81,16,97,96,79,90,78,80,20,85,84,84,45,5,91,76,97,91
c4e40caf-f348-4744-baf5-5569ebd52cc2,3207,Crystal Wang,20,MECH,"12005 Adams Cove
West Kimhaven, MP 38845",346-966-7354,Daniel Herrera,Angela White,682086,1.54,2.18,5.75,5.13,5.953125,50,80,50,30,Late,Late,On Time,Late,68.98125,26,84,89,72,83,79,94,2,76,21,90,75,73,72,78,34,86,28,38,71,38,75,94,95,16,79,83,95,50,80,73,79,81,83,91,82
7ad09bfd-fdaf-4828-9b12-649698272796,3208,Gloria Smith,21,EEE,"759 Caitlin Expressway Suite 066
Jasonland, FL 80521",8449835211,David Hall,Katie Stewart,221297,1.93,9.88,9.44,7.15,7.709375,80,60,50,40,On Time,Late,Late,Late,67.33125,80,91,97,98,78,86,94,86,49,91,7,80,84,99,45,47,19,82,98,35,46,74,81,81,71,98,9,78,77,45,82,75,91,73,31,87
a064cf69-aba1-491c-8c12-720bf41c1d04,3209,Elizabeth Figueroa,22,CSE,"553 Aaron Way
South Jilltown, TN 82923",(908)376-9960,Cody Lutz,Angela Snyder,608624,0.43,1.93,4.86,1.92,5.15875,60,70,30,80,On Time,Late,Late,On Time,63.475,32,79,97,83,90,75,24,22,74,93,83,98,71,89,47,80,98,93,80,78,78,17,0,98,75,95,72,84,3,90,80,96,92,17,81,11
c82c7172-19ee-440c-bcbb-eaec1469784c,3210,William Gomez,24,MECH,"48749 Rodriguez Ville Apt. 321
Laurenstad, RI 22359",754-985-7191,Patrick Allen,Diane Hughes,631740,1.53,6.89,8.86,9.49,7.178125,40,70,30,80,Late,Late,On Time,On Time,67.40625,85,99,82,16,93,94,71,33,74,92,91,93,87,26,15,95,24,5,98,82,87,28,93,96,99,90,88,92,79,72,88,41,88,100,89,100
35cd46a8-c9d9-4bdd-982d-c3f9e1617062,3211,Brandon Martin,18,CIVIL,"9970 Joshua Square Apt. 502
Port Kimberly, NV 35486",226-886-0834x70693,Ryan Weaver,Diane Yates,171631,3.08,0.76,9.23,3.85,5.48625,70,50,50,60,On Time,On Time,On Time,On Time,67.33125,98,90,76,71,97,81,13,75,40,32,96,94,19,78,73,93,75,79,98,92,94,2,92,83,79,83,81,81,75,74,100,33,88,46,85,95
ff9605f7-0664-4566-b124-dbb29d425e66,3212,Nicholas Gill,19,CIVIL,"341 Mitchell Bridge Suite 114
New Susan, IL 40606",001-776-594-0196x221,Edwin Bryant,Jamie Camacho,251529,0.04,2.97,5.34,4.58,5.41,70,40,70,50,Late,On Time,On Time,On Time,67.33125,29,97,84,97,14,26,83,71,81,11,76,97,83,92,46,77,88,16,88,99,83,83,95,98,90,81,76,42,83,100,93,97,72,73,92,72
29f42b11-e097-45ed-96c0-34afbf0e8f18,3213,Alicia Flores,24,ECE,"Unit 2756 Box 8950
DPO AP 24993",(989)558-9321x5361,David Buck,Nancy Garza,396329,0.76,5.68,0.55,2.35,5.045625,40,80,70,50,On Time,Late,Late,Late,63.475,75,1,83,78,79,79,74,76,83,75,96,4,77,90,47,35,8,86,28,15,93,90,95,78,77,28,98,83,78,49,90,92,88,78,12,43
bb3f0334-c419-417e-acde-f02da171101f,3214,Cory Moore,20,CIVIL,"240 Amy Port
South Diana, IL 29852",356.337.5073x1861,Joshua Armstrong,Leah Taylor,223329,4.24,7.93,7.31,9.72,7.255625,30,40,50,40,On Time,On Time,Late,Late,56.29375,89,91,96,88,91,85,81,94,74,82,90,78,90,47,78,99,85,76,87,95,82,82,93,27,97,88,83,94,87,96,31,95,0,94,31,82
a81d76d0-6000-41b1-a71d-9dbd3d56dd01,3215,Scott Jones,21,CIVIL,"53255 Bishop Underpass Apt. 099
Sethville, PR 16034",947-544-8320x5084,Phillip Hopkins,Patricia Smith,489920,2.57,7.71,3.26,3.82,6.18875,40,40,60,80,Late,Late,On Time,On Time,67.40625,84,88,41,80,93,76,77,90,77,36,97,96,75,91,20,47,73,93,92,99,87,74,90,73,80,79,27,79,99,96,99,85,74,79,93,89
d7e583bd-6a65-4155-aef1-fc5f4c8ac32e,3216,Laura Peterson,24,ECE,"6338 Romero Views Apt. 653
Howellstad, VA 45100",546.719.3107x18554,Kevin Jenkins,Cynthia Lopez,97564,9.65,2.8,9.93,9.95,8.36625,50,40,30,40,Late,Late,On Time,Late,56.29375,39,91,76,78,14,99,41,97,77,18,89,45,88,86,93,87,71,75,81,71,90,30,83,77,80,26,87,81,77,74,76,76,39,43,36,97
f03e629f-652d-4563-9ac1-321d56e801c5,3217,Aaron Blankenship,24,EEE,"4369 Timothy Islands Apt. 555
North Margaret, AR 75095",001-667-971-9795x814,Bernard Hahn,Jacqueline Rhodes,764659,6.98,5.09,7.46,0.92,6.835625,40,70,80,30,Late,On Time,Late,Late,67.40625,7,76,86,91,3,75,79,2,86,75,98,76,44,94,80,90,100,80,85,71,91,83,92,93,89,41,97,96,89,76,93,99,87,29,81,93
d7ceb1de-f403-4d40-a890-609a4b4a0032,3218,Kyle Burke,20,MECH,"319 Stephanie Prairie
New Barbara, CO 31966",(513)372-8964x27684,Andrew Miller,Karen Smith,732176,6.67,2.65,4.56,0.33,5.510625,60,50,80,70,On Time,On Time,Late,Late,72.6125,75,70,92,89,77,97,11,74,99,78,81,88,98,76,80,84,89,93,77,32,83,78,91,27,82,74,94,74,86,22,84,84,96,96,77,78
0d9c21cc-f250-4124-a15a-19411a908421,3219,Jessica Salinas,25,CSE,"PSC 6800, Box 5438
APO AA 56529",892-541-5042x1230,George Johnson,Kimberly Lowery,523842,7.35,8.28,5.36,7.35,7.155,30,30,30,30,Late,Late,Late,On Time,49.41875,91,49,82,75,99,88,100,81,86,85,85,98,72,93,95,4,95,77,85,75,89,78,85,42,97,29,75,79,44,93,95,91,48,96,96,28
f7d8758d-af18-4c90-a787-e6cf615b7609,3220,Nathan Ford,23,AIDS,"4850 James Via
East Anthony, IA 98961",441-559-6596x346,David Carey,Susan Kline,436084,7.16,2.09,1.38,0.11,5.045625,60,28,40,40,Late,Late,On Time,Late,52.025,10,82,98,17,92,27,71,90,12,77,30,91,87,98,74,8,93,83,79,95,1,95,20,94,91,76,89,71,89,74,72,76,78,93,20,73
f97b1915-997c-439c-9004-df9064b02de0,3221,Monique James,23,CIVIL,"649 Glass Wells
Carlsonland, MP 27060",001-733-234-7211x4222,Vincent Myers,Amy Barker,525395,7.09,4.21,3.08,9.69,7.076875,80,40,30,40,On Time,On Time,On Time,Late,67.99375,91,88,73,86,75,79,91,33,83,88,70,76,12,71,86,85,13,73,91,89,86,85,91,74,80,80,76,79,75,23,97,99,84,43,82,75
cd11d40f-2033-4467-9a46-6030d0cbe90f,3222,Daniel Alexander,25,MECH,"7116 Craig Manor
Schwartzton, ME 41669",(953)834-9666,Charles Chapman,Stephanie Jackson,479279,7.57,5.42,2.75,4.09,6.03625,40,50,60,50,On Time,On Time,On Time,On Time,61.00625,73,73,81,39,3,82,76,71,98,2,99,94,77,72,79,71,98,76,87,89,81,13,98,21,73,75,80,72,82,88,16,76,88,92,99,100
1e663b2e-d627-4851-9fe9-db3e6ec8c72f,3223,Emily Hamilton,24,AIDS,"PSC 6328, Box 3639
APO AE 64940",412.834.5972x840,John Espinoza,Lauren Carter,365094,2.8,4.28,6.13,9.56,6.31125,70,60,60,30,Late,Late,On Time,Late,67.40625,82,77,86,76,39,75,81,77,8,98,73,8,82,79,86,95,95,79,48,70,74,82,95,77,99,90,89,76,32,86,4,32,92,94,73,99
66d8b322-39bb-4674-97ef-91b816e42c0e,3224,Christina Mcdaniel,18,CIVIL,"64878 Jackson Mountains Apt. 209
East Marcusborough, IN 57950",(508)766-6303x48617,Robert Juarez,Carla Carter,290939,6.26,9.5,4.33,5.92,6.850625,80,50,80,70,Late,On Time,On Time,Late,71.375,71,44,97,10,72,80,0,89,1,88,96,73,38,90,38,95,81,89,87,44,7,72,78,98,96,84,85,87,71,87,75,95,79,7,97,83
73c1e280-2a10-4491-aac4-23f5faaac714,3225,Matthew Stokes MD,23,CIVIL,"Unit 1058 Box 0365
DPO AE 95960",001-271-832-8118,Brandon Mcgee,Patricia Lester,461301,6.26,9.93,0.64,5.1,6.805,60,80,80,50,On Time,On Time,Late,Late,75.48125,97,40,98,78,29,15,84,35,18,90,12,24,98,76,96,90,84,72,95,99,79,46,96,45,76,77,87,12,95,30,91,89,77,93,85,83
8ea41d74-8f39-4b76-811f-8a43736476c6,3226,Christina Henderson,19,CSE,"USCGC Hines
FPO AA 32948",968-295-8279,Jeremiah Stout,Jamie Salazar,642160,2.86,4.27,7.43,9.71,6.826875,50,70,40,60,On Time,Late,On Time,Late,67.40625,87,98,93,11,89,10,86,14,94,81,88,83,79,81,83,81,72,89,82,45,30,7,87,82,79,87,79,71,29,96,88,73,85,73,80,13
fd9828bc-0988-481b-af96-8ce3ebdf0614,3227,Perry Roberts,18,ECE,"3376 Melissa Ramp Apt. 231
Kylemouth, FM 98660",+1-377-350-8921x23375,Robert Sanchez,Jacqueline Glass,264202,2.17,3.71,2.67,8.46,6.304375,60,60,70,70,Late,On Time,On Time,Late,72.6125,88,82,73,100,38,15,87,77,45,77,94,82,73,89,90,0,98,100,28,77,20,82,93,87,81,78,99,31,84,82,0,94,99,87,27,30
b04ce46b-7834-4084-bd82-25222d7d6bd6,3228,Mrs. Caroline Patterson,22,ECE,"851 Brooks Villages
East Jessicashire, AL 04951",300.844.7856x33777,Dr. Justin Murphy,Adrienne Hartman,499466,4.76,1.8,0.29,2.97,5.045625,50,40,40,60,Late,Late,Late,Late,67.99375,9,78,41,40,77,89,8,100,72,26,85,87,90,29,34,36,87,72,97,7,74,84,97,49,81,76,85,23,91,81,91,95,3,94,6,85
